Utgiftsområde;Utgiftsområdesnamn;Anslag;Anslagsnamn;År;Ingående överföringsbelopp;Statens budget;Ändringsbudgetar;Indragningar;Utnyttjad del av medgivet överskridande;Utfall;Anslagskredit;Utgående överföringsbelopp;Utgiftsområde utfallsår;Utgiftsområdesnamn utfallsår;Anslag utfallsår;Anslagsnamn utfallsår
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801001 2012;Statens bostadskreditnämnd: Förvaltningskostnader;2008;5,67314485;16,857;;-5,20316485;;16,15269894;0,506;1,17428106;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183103;Statens bostadskreditnämnd: Förvaltningskostnader
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801002;Omstrukturering av kommunala bostadsföretag;2008;79,787527;70;;-73,537527;;9,3507;0;66,8993;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183108;Omstrukturering av kommunala bostadsföretag
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801003;Stöd för att underlätta för enskilda att ordna bostad;2008;99,82;100;;-96,82;;0,455;0;102,545;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183109;Stöd för att underlätta för enskilda att ordna bostad
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801004;Boverket;2008;24,01622916;197,351;;-5,98132263;;201,7115548;5,921;13,67435173;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183101;Boverket
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801004 2012;Räntebidrag m.m.;2008;18,209592;735,476;;;;818,641;65,279;-64,955408;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183102;Räntebidrag m.m.
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801005;Statens geotekniska institut;2008;-0,41866082;30,401;;;;30,31771613;0,912;-0,33537695;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183105;Statens geotekniska institut
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801006;Lantmäteriet;2008;3,85433325;419,453;;;;411,55435329;12,584;11,75297996;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183106;Lantmäteriverket
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801006 2016;Bidrag till åtgärder mot radon i bostäder;2008;8,51431346;32,802;;;;39,68829424;0,984;1,62801922;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183104;Bidrag till åtgärder mot radon i bostäder
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1801009 2015;Statens va-nämnd;2008;0,54274575;8,077;;-0,30229575;;7,28149549;0,242;1,03595451;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183107;Statens va-nämnd
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802001;Konsumentverket;2008;-5,84405111;111,27;;-1,03762191;;101,09712834;11,127;3,29119864;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;184002;Konsumentverket
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802001 2016;Marknadsdomstolen;2008;0,11266849;9,125;;;;9,21407215;0,274;0,02359634;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;184001;Marknadsdomstolen
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802002;Allmänna reklamationsnämnden;2008;0,05736332;24,6;;;;24,1817536;0,738;0,47560972;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;184003;Allmänna reklamationsnämnden
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802003;Fastighetsmäklarinspektionen;2008;0,2021097;14,831;;;;14,75738425;0,445;0,27572545;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;184004;Fastighetsmäklarnämnden
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802004;Åtgärder på konsumentområdet;2008;0,24668338;17,52;;;;17,61972116;0,526;0,14696222;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;184005;Åtgärder på konsumentområdet
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;1802005;Bidrag till miljömärkning av produkter;2008;;4,374;;;;4,374;0;0;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;184006;Bidrag till miljömärkning av produkter
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183104 2007;Statens bostadskreditnämnd: Garantiverksamhet;2008;198,8;;;-198,8;;;0;0;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183104 2007;Statens bostadskreditnämnd: Garantiverksamhet
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183107 2003;Investeringsbidrag för anordnande av bostäder för studenter;2008;0,1;;;-0,1;;;;0;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183107 2003;Investeringsbidrag för anordnande av bostäder för studenter
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183110 2007;Byggkostnadsforum m.m.;2008;8,49548235;;;-0,05474544;;;0;8,44073691;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183110 2007;Byggkostnadsforum m.m.
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183110 2008;Fonden för fukt- och mögelskador;2008;26,21833568;16,5;;-11,71833568;;8,311069;0,495;22,688931;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183110;Fonden för fukt- och mögelskador
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183111 2006;Investeringsbidrag för anordnande av hyresbostäder;2008;821,139593;;;;;377,292794;0;443,846799;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183111 2006;Investeringsbidrag för anordnande av hyresbostäder
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183112 2007;Ungdomsbostadssamordnare;2008;0,24385607;;;-0,24385607;;;;0;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183112 2007;Ungdomsbostadssamordnare
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183114 2005;Bidrag till installation av hissar;2008;0,67475;;;-0,67475;;;;0;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183114 2005;Bidrag till installation av hissar
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183401 2003;Stöd till lokala investeringsprogram för ekologisk hållbarhet;2008;1330,448902;;;-1230,448902;;-17,381007;0;117,381007;18;Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik;183401 2003;Stöd till lokala investeringsprogram för ekologisk hållbarhet
19;Regional utveckling;1901001;Regionala utvecklingsåtgärder;2008;-18,29041049;1495,837;-6,3;-13,82447177;;1469,85306474;149,585;-12,430947;19;Regional utveckling;193301;Regionala tillväxtåtgärder
19;Regional utveckling;1901002;Transportbidrag;2008;114,94358;448,864;50;;;593,657265;22,443;20,150315;19;Regional utveckling;193303;Transportbidrag
19;Regional utveckling;1901003 2009;Glesbygdsverket;2008;2,1928194;26,723;-0,7;-0,6828194;;25,77912452;0,802;1,75387548;19;Regional utveckling;193304;Glesbygdsverket
19;Regional utveckling;1901003 2015;Europeiska regionala utvecklingsfonden perioden 2007-2013;2008;300;950;;;;186,602249;47,5;1063,397751;19;Regional utveckling;193306;Europeiska regionala utvecklingsfonden perioden 2007-2013
19;Regional utveckling;193302 2008;Landsbygdslån;2008;0,9558;0,75;;-0,9258;;;0,022;0,78;19;Regional utveckling;193302;Landsbygdslån
19;Regional utveckling;193305 2008;Europeiska regionala utvecklingsfonden perioden 2000-2006;2008;243,09456387;428;;;;513,26521909;0;157,82934478;19;Regional utveckling;193305;Europeiska regionala utvecklingsfonden perioden 2000-2006
19;Regional utveckling;193306 2006;Insatser med anledning av försvarsomställningen;2008;277,180952;;;;;9,41173325;0;267,76921875;19;Regional utveckling;193306 2006;Insatser med anledning av försvarsomställningen
20;Allmän miljö- och naturvård;2001001;Naturvårdsverket;2008;10,97533842;339,054;;;;339,1908069;10,172;10,83853152;20;Allmän miljö- och naturvård;203401;Naturvårdsverket
20;Allmän miljö- och naturvård;2001002;Miljöövervakning m.m.;2008;1,27654464;302,856;;;;297,52116872;9,086;6,61137592;20;Allmän miljö- och naturvård;203402;Miljöövervakning m.m.
20;Allmän miljö- och naturvård;2001003;Åtgärder för värdefull natur;2008;38,86357605;1913,297;50;-1,48361351;;1957,79514726;0;42,88181528;20;Allmän miljö- och naturvård;203403;Åtgärder för biologisk mångfald
20;Allmän miljö- och naturvård;2001004;Sanering och återställning av förorenade områden;2008;3,25032065;455,023;-50;-1,0603091;;250,13309887;0;157,07991268;20;Allmän miljö- och naturvård;203404;Sanering och återställning av förorenade områden
20;Allmän miljö- och naturvård;2001005;Miljöforskning;2008;1,89426706;86,864;;;;88,75799969;0;0,00026737;20;Allmän miljö- och naturvård;203405;Miljöforskning
20;Allmän miljö- och naturvård;2001006;Kemikalieinspektionen;2008;1,39951678;135,59;;;;135,94966144;4,068;1,03985534;20;Allmän miljö- och naturvård;203406;Kemikalieinspektionen
20;Allmän miljö- och naturvård;2001007;Avgifter till Internationella organisationer;2008;2,09502604;72,993;;-0,61976647;;73,73564379;2,19;0,73261578;20;Allmän miljö- och naturvård;203407;Internationellt miljösamarbete
20;Allmän miljö- och naturvård;2001008 2011;Stockholms internationella miljöinstitut;2008;;11,928;;;;11,928;0,358;0;20;Allmän miljö- och naturvård;203408;Stockholms internationella miljöinstitut
20;Allmän miljö- och naturvård;2001009;Sveriges meteorologiska och hydrologiska institut;2008;13,69294521;254,699;;;;236,15891167;7,641;32,23303354;20;Allmän miljö- och naturvård;203409;Sveriges meteorologiska och hydrologiska institut
20;Allmän miljö- och naturvård;2001011;Åtgärder för havs- och vattenmiljö;2008;4,62966324;100;;;;97,59360099;0;7,03606225;20;Allmän miljö- och naturvård;203412;Havsmiljö
20;Allmän miljö- och naturvård;2001011 2009;Miljöbilspremie;2008;8,436;100;240;-6,936;;322,27;10;19,23;20;Allmän miljö- och naturvård;203411;Miljöbilspremie
20;Allmän miljö- och naturvård;2001012;Insatser för internationella klimatinvesteringar;2008;;50,1;;;;48,98423216;1,473;1,11576784;20;Allmän miljö- och naturvård;203413;Insatser för internationella klimatinvesteringar
20;Allmän miljö- och naturvård;2001013;Internationellt miljösamarbete;2008;;60;-0,7;;;49,57751602;3,8;9,72248398;20;Allmän miljö- och naturvård;203414;Internationellt miljö- och kärnsäkerhetssamarbete med Ryssland
20;Allmän miljö- och naturvård;2002001;Forskningsrådet för miljö, areella näringar och samhällsbyggande;2008;3,30502566;43,562;;-2,01466566;;44,81817171;1,307;0,03418829;20;Allmän miljö- och naturvård;202601;Forskningsrådet för miljö, areella näringar och samhällsbyggande: Förvaltningskostnader
20;Allmän miljö- och naturvård;2002002;Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning;2008;10,16039498;402,904;;;;406,74937293;12,087;6,31502205;20;Allmän miljö- och naturvård;202602;Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning
20;Allmän miljö- och naturvård;203410 2008;Stöd till klimatinvesteringar;2008;849,5747267;392,75;;;;305,38639532;0;936,93833138;20;Allmän miljö- och naturvård;203410;Stöd till klimatinvesteringar
21;Energi;2101001;Statens energimyndighet;2008;12,42520165;133,264;;;;132,93703372;3,998;12,75216793;21;Energi;213501;Statens energimyndighet: Förvaltningskostnader
21;Energi;2101002;Insatser för energieffektivisering;2008;73,19074785;120;;;;96,02732591;0;97,16342194;21;Energi;213503;Insatser för uthållig energianvändning
21;Energi;2101002 2014;Regionala och lokala insatser för energieffektivisering;2008;39,33728995;140;;;;130,61001169;0;48,72727826;21;Energi;213502;Regionala och lokala insatser för energieffektivisering m.m.
21;Energi;2101003 2019;Stöd för marknadsintroduktion av vindkraft;2008;149,54610331;70;;;;42,937091;0;176,60901231;21;Energi;213504;Stöd för marknadsintroduktion av vindkraft
21;Energi;2101004;Energiforskning;2008;528,64738292;874,899;;;;701,46069586;0;702,08568706;21;Energi;213505;Energiforskning
21;Energi;2101005;Energimarknadsinspektionen;2008;;81,219;;;;76,919;2,437;4,3;21;Energi;213513;Energimarknadsinspektionen: Förvaltningskostnader
21;Energi;2101005 2017;Ersättning för vissa kostnader vid avveckling av Barsebäcksverket;2008;-3,50879;242,1;;;;243,416733;24,21;-4,825523;21;Energi;213507;Ersättning för vissa kostnader vid avveckling av Barsebäcksverket
21;Energi;2101005 2019;Planeringsstöd för vindkraft;2008;28,46754071;50;;;;36,11965786;0;42,34788285;21;Energi;213508;Planeringsstöd för vindkraft m.m.
21;Energi;2101008 2009;Stöd för energiinvesteringar i offentliga lokaler;2008;137,714145;700;;;;394,88177365;0;442,83237135;21;Energi;213509;Stöd för energiinvesteringar i offentliga lokaler
21;Energi;2101008 2010;Stöd för konvertering från direktverkande elvärme m.m.;2008;212,79916625;330;;;;131,06437201;0;411,73479424;21;Energi;213510;Stöd för konvertering från direktverkande elvärme
21;Energi;2101008 2011;Stöd för installation av solvärme;2008;9,525681;27;;;;8,23857599;0;28,28710501;21;Energi;213511;Stöd för installation av solvärme
21;Energi;2101009;Elsäkerhetsverket;2008;7,68971664;42,585;0,593;;;45,20461716;2;5,66309948;06;Försvar samt beredskap mot sårbarhet;063801;Elsäkerhetsverket
21;Energi;2101011 2009;Stöd för installation av energieffektiva fönster m.m. i småhus;2008;10,5449188;50;;;;55,45183249;0;5,09308631;21;Energi;213512;Stöd för installation av energieffektiva fönster m.m. i småhus
21;Energi;213506 2004;Energiteknikstöd;2008;5,14962674;;;;;2,93358733;0;2,21603941;21;Energi;213506 2004;Energiteknikstöd
21;Energi;213506 2007;Energipolitiskt motiverade internationella klimatinsatser;2008;2,68419497;;;;;0,35701142;0;2,32718355;21;Energi;213506 2007;Energipolitiskt motiverade internationella klimatinsatser
21;Energi;213506 2008;Statlig prisgaranti elcertifikat;2008;41,3056;19,52;;-40,12;;;0;20,7056;21;Energi;213506;Statlig prisgaranti elcertifikat
21;Energi;213507 2004;Introduktion av ny energiteknik;2008;137,4881373;;;;;25,9185345;0;111,5696028;21;Energi;213507 2004;Introduktion av ny energiteknik
22;Kommunikationer;2201001 2010;Vägverket: Administration;2008;28,71243143;1005,895;-135;-2,83527143;;894,07538792;26,126;2,69677208;22;Kommunikationer;223601;Vägverket: Administration
22;Kommunikationer;2201001 2013;Väghållning;2008;-100,12077208;17700,663;12097,385;;;30049,4561313;1796,81;-351,52890338;22;Kommunikationer;223602;Väghållning och statsbidrag
22;Kommunikationer;2201002 2013;Banhållning;2008;408,81285778;13670,557;13356,615;;;27139,36929887;1346,394;296,61555891;22;Kommunikationer;223604;Banverket: Banhållning och sektorsuppgifter
22;Kommunikationer;2201003 2010;Banverket: Administration;2008;39,18620316;670,813;;-19,07066316;;661,60546339;20,125;29,32307661;22;Kommunikationer;223603;Banverket: Administration
22;Kommunikationer;2201004;Ersättning för sjöräddning och fritidsbåtsändamål;2008;;211,224;-10;;;201,224;0;0;22;Kommunikationer;223606;Ersättning för sjöräddning, fritidsbåtsändamål m.m.
22;Kommunikationer;2201005;Ersättning för viss kanal- och slussinfrastruktur;2008;;62,284;;;;62,284;0;0;22;Kommunikationer;223607;Ersättning till viss kanaltrafik m.m.
22;Kommunikationer;2201006;Ersättning avseende icke statliga flygplatser;2008;0,15;80,613;;-0,15;;80,613;0;0;22;Kommunikationer;223610;Driftbidrag till icke statliga flygplatser
22;Kommunikationer;2201007;Trafikavtal;2008;24,4832152;986;72;;;1087,05878925;98,6;-4,57557405;22;Kommunikationer;223612;Trafikavtal
22;Kommunikationer;2201008;Viss internationell verksamhet;2008;0,01420426;2,985;;;;2,63266037;0,09;0,36654389;22;Kommunikationer;223613;Viss internationell verksamhet
22;Kommunikationer;2201008 2010;Sjöfartsregistret;2008;;5,98;;;;5,98;0,179;0;22;Kommunikationer;223608;Sjöfartsregistret
22;Kommunikationer;2201009;Statens väg- och transportforskningsinstitut;2008;0,024234;38,378;;;;38,366532;1,151;0,035702;22;Kommunikationer;223614;Statens väg- och transportforskningsinstitut
22;Kommunikationer;2201009 2010;Rederinämnden: Administration;2008;0,22748231;1,453;;-0,18416231;;1,32994745;0,044;0,16637255;22;Kommunikationer;223609;Rederinämnden: Administration
22;Kommunikationer;2201010;Från EU-budgeten finansierade stöd till Transeuropeiska nätverk;2008;65,57654465;248,5;;-62,74661703;;272,72193239;23,897;-21,39200477;22;Kommunikationer;223605;Från EG-budgeten finansierade stöd till Transeuropeiska nätverk
22;Kommunikationer;2201011;Trängselskatt i Stockholm;2008;26,5115305;380;;;;394,20667088;38;12,30485962;22;Kommunikationer;223617;Trängselskatt i Stockholm: Administrationskostnader m.m.
22;Kommunikationer;2201011 2010;Rikstrafiken: Administration;2008;2,41962654;27,358;;-1,60638654;;26,21801851;0,821;1,95322149;22;Kommunikationer;223611;Rikstrafiken: Administration
22;Kommunikationer;2201015 2010;Statens institut för kommunikationsanalys;2008;6,59862795;54,492;;-4,96269795;;51,43339107;5,449;4,69453893;22;Kommunikationer;223615;Statens institut för kommunikationsanalys
22;Kommunikationer;2202001;Post- och telestyrelsen;2008;0,55292375;36,779;;;;36,26082914;1,103;1,07109461;22;Kommunikationer;223701;Post- och telestyrelsen: Förvaltningskostnader för vissa myndighetsuppgifter
22;Kommunikationer;2202002;Ersättning för särskilda tjänster för personer med funktionsnedsättning;2008;87,18168272;144,749;;-17,83921272;;141,16921978;4,342;72,92225022;22;Kommunikationer;223702;Ersättning för särskilda tjänster till funktionshindrade
22;Kommunikationer;2202003;Grundläggande betaltjänster;2008;;280;-25;;;111,2;0;143,8;22;Kommunikationer;223703;Ersättning till Posten AB (publ) för grundläggande kassaservice m.m.
22;Kommunikationer;2202004;Informationsteknik och telekommunikation;2008;1,7546061;15,51;;-1,3343061;;15,835;0;0,0953;22;Kommunikationer;223704;Informationsteknik: Telekommunikation m.m.
22;Kommunikationer;2202005 2009;Samförläggning och kanalisation m.m.;2008;;75;;;;75;0;0;22;Kommunikationer;223705;Samförläggning och kanalisation m.m.
22;Kommunikationer;223605 2003;Ersättning till Statens järnvägar för kostnader i samband med utdelning från AB Swedcarrier m.m.;2008;24,684043;;;;;;0;24,684043;22;Kommunikationer;223605 2003;Ersättning till Statens järnvägar för kostnader i samband med utdelning från AB Swedcarrier m.m.
22;Kommunikationer;223616 2008;Järnvägsstyrelsen;2008;9,72679698;60,859;-5;;;58,82382825;1,826;6,76196873;22;Kommunikationer;223616;Järnvägsstyrelsen
22;Kommunikationer;223707 2004;IT-infrastruktur: Regionala transportnät m.m.;2008;87,08048854;;;;;76,68231532;0;10,39817322;22;Kommunikationer;223707 2004;IT-infrastruktur: Regionala transportnät m.m.
23;Areella näringar, landsbygd och livsmedel;2301001;Skogsstyrelsen;2008;-7,46100466;328,971;5;;;332,00893667;19,869;-5,49894133;23;Jord- och skogsbruk, fiske med anslutande näringar;234101;Skogsstyrelsen
23;Areella näringar, landsbygd och livsmedel;2301002;Insatser för skogsbruket;2008;558,64330928;379,873;;;;615,8666071;0;322,64970218;23;Jord- och skogsbruk, fiske med anslutande näringar;234102;Insatser för skogsbruket
23;Areella näringar, landsbygd och livsmedel;2301003;Statens veterinärmedicinska anstalt;2008;-0,63407324;105,414;;;;104,5753858;3,162;0,20454096;23;Jord- och skogsbruk, fiske med anslutande näringar;234201;Statens veterinärmedicinska anstalt
23;Areella näringar, landsbygd och livsmedel;2301003 2012;Internationellt skogssamarbete;2008;0,94820795;1,397;;-0,90629795;;1,18538997;0;0,25352003;23;Jord- och skogsbruk, fiske med anslutande näringar;234103;Internationellt skogssamarbete
23;Areella näringar, landsbygd och livsmedel;2301004;Bidrag till veterinär fältverksamhet;2008;;98,544;;;;98,544;0;0;23;Jord- och skogsbruk, fiske med anslutande näringar;234202;Bidrag till distriktsveterinärorganisationen
23;Areella näringar, landsbygd och livsmedel;2301005;Djurhälsovård och djurskyddsfrämjande åtgärder;2008;0,98949931;19,708;;-0,85994948;;19,90102706;0,591;-0,06347723;23;Jord- och skogsbruk, fiske med anslutande näringar;234203;Djurhälsovård och djurskyddsfrämjande åtgärder
23;Areella näringar, landsbygd och livsmedel;2301006;Bekämpning av smittsamma djursjukdomar;2008;-3,33609588;124,349;61,6;-6,80947102;51,00974886;237,69158997;12,434;-10,87840801;23;Jord- och skogsbruk, fiske med anslutande näringar;234204;Bekämpande av smittsamma husdjurssjukdomar
23;Areella näringar, landsbygd och livsmedel;2301007;Ersättningar för viltskador m.m.;2008;4,59290231;90,975;;-3,89582002;7,156;107,8034555;9,097;-8,97537321;23;Jord- och skogsbruk, fiske med anslutande näringar;234205;Ersättningar för viltskador m.m
23;Areella näringar, landsbygd och livsmedel;2301008;Statens jordbruksverk;2008;6,46346136;415,988;70;;;505,0376781;49,245;-12,58621674;23;Jord- och skogsbruk, fiske med anslutande näringar;234301;Statens jordbruksverk
23;Areella näringar, landsbygd och livsmedel;2301009;Bekämpning av växtskadegörare;2008;0,03761617;3;;;;3,037616;0,09;0,00000017;23;Jord- och skogsbruk, fiske med anslutande näringar;234302;Bekämpande av växtsjukdomar
23;Areella näringar, landsbygd och livsmedel;2301010;Gårdsstöd m.m.;2008;543,53230127;6874,798;;-331,20199127;12,57906943;6987,27948378;206,244;112,42789565;23;Jord- och skogsbruk, fiske med anslutande näringar;234303;Gårdsstöd och djurbidrag m.m.
23;Areella näringar, landsbygd och livsmedel;2301011;Intervention för jordbruksprodukter m.m.;2008;931,01255861;1007,504;;-926,6305482;;536,77974127;30,225;475,10626914;23;Jord- och skogsbruk, fiske med anslutande näringar;234304;Intervention och exportbidrag för jordbruksprodukter
23;Areella näringar, landsbygd och livsmedel;2301012;Stödåtgärder för fiske och vattenbruk;2008;37,73862708;28;;;;26,38434777;0;39,35427931;23;Jord- och skogsbruk, fiske med anslutande näringar;234307;Strukturstöd till fisket m.m.
23;Areella näringar, landsbygd och livsmedel;2301012 2016;Finansiella korrigeringar m.m.;2008;49,59131851;75,472;;-46,95314851;;53,62862039;2,264;24,48154961;23;Jord- och skogsbruk, fiske med anslutande näringar;234305;Räntekostnader för förskotterade gårdsstöd m.m.
23;Areella näringar, landsbygd och livsmedel;2301013;Från EU-budgeten finansierade stödåtgärder för fiske och vattenbruk;2008;190,5449227;70;;;;68,7971673;0;191,7477554;23;Jord- och skogsbruk, fiske med anslutande näringar;234308;Från EG-budgeten finansierade strukturstöd till fisket m.m.
23;Areella näringar, landsbygd och livsmedel;2301014;Livsmedelsverket;2008;1,39569325;181,551;;;;180,32753432;5,447;2,61915893;23;Jord- och skogsbruk, fiske med anslutande näringar;234310;Livsmedelsverket
23;Areella näringar, landsbygd och livsmedel;2301014 2011;Fiskeriverket;2008;4,85759048;137,192;;-0,98447048;;140,21091784;4,116;0,85420216;23;Jord- och skogsbruk, fiske med anslutande näringar;234306;Fiskeriverket
23;Areella näringar, landsbygd och livsmedel;2301015;Konkurrenskraftig livsmedelssektor;2008;1,2862;31,48;;-1,018;;20,32084083;0,944;11,42735917;23;Jord- och skogsbruk, fiske med anslutande näringar;234314;Konkurrenskraftig livsmedelssektor
23;Areella näringar, landsbygd och livsmedel;2301016;Bidrag till vissa internationella organisationer m.m.;2008;0,57489883;36,866;2,5;;;39,72838317;1,106;0,21251566;23;Jord- och skogsbruk, fiske med anslutande näringar;234315;Bidrag till vissa internationella organisationer m.m.
23;Areella näringar, landsbygd och livsmedel;2301017;Åtgärder för landsbygdens miljö och struktur;2008;1490,54080098;3018,431;-12,5;-309,39823208;;2552,94406461;90,022;1634,12950429;23;Jord- och skogsbruk, fiske med anslutande näringar;234401;Åtgärder för landsbygdens miljö och struktur
23;Areella näringar, landsbygd och livsmedel;2301017 2011;Fiskevård;2008;1,09537558;26,832;;-0,29041558;;25,74937672;0,805;1,88758328;23;Jord- och skogsbruk, fiske med anslutande näringar;234309;Fiskevård
23;Areella näringar, landsbygd och livsmedel;2301017 2012;Livsmedelsstatistik;2008;-0,23005821;23,356;;;;23,36001606;0,701;-0,23407427;23;Jord- och skogsbruk, fiske med anslutande näringar;234312;Livsmedelsstatistik
23;Areella näringar, landsbygd och livsmedel;2301018;Från EU-budgeten finansierade åtgärder för landsbygdens miljö och struktur;2008;989,71221028;2491,262;;;;1969,4414771;74,738;1511,53273318;23;Jord- och skogsbruk, fiske med anslutande näringar;234402;Från EG-budgeten finansierade åtgärder för landsbygdens miljö och struktur
23;Areella näringar, landsbygd och livsmedel;2301018 2012;Jordbruks- och livsmedelsstatistik finansierad från EU-budgeten;2008;0,22068;7,356;;;;6,5;0,221;1,07668;23;Jord- och skogsbruk, fiske med anslutande näringar;234313;Jordbruks- och livsmedelsstatistik finansierad från EG-budgeten
23;Areella näringar, landsbygd och livsmedel;2301019;Miljöförbättrande åtgärder i jordbruket;2008;0,19701353;24,83;;;;24,31579669;0,745;0,71121684;23;Jord- och skogsbruk, fiske med anslutande näringar;234403;Miljöförbättrande åtgärder i jordbruket
23;Areella näringar, landsbygd och livsmedel;2301020;Stöd till jordbrukets rationalisering m.m.;2008;0,00000042;4,116;;;;4,116;0,123;0,00000042;23;Jord- och skogsbruk, fiske med anslutande näringar;234404;Stöd till jordbrukets rationalisering m.m.
23;Areella näringar, landsbygd och livsmedel;2301021;Åtgärder på fjällägenheter;2008;;1,529;;;;1,529;0,046;0;23;Jord- och skogsbruk, fiske med anslutande näringar;234405;Stöd till innehavare av fjällägenheter m.m.
23;Areella näringar, landsbygd och livsmedel;2301022;Främjande av rennäringen m.m.;2008;11,81236385;46,718;10;-9,66082385;;54,54808621;0;4,32145379;23;Jord- och skogsbruk, fiske med anslutande näringar;234501;Främjande av rennäringen m.m.
23;Areella näringar, landsbygd och livsmedel;2301023;Sveriges lantbruksuniversitet;2008;;1436,915;-10;;;1424,915;0;2;23;Jord- och skogsbruk, fiske med anslutande näringar;232501;Sveriges lantbruksuniversitet
23;Areella näringar, landsbygd och livsmedel;2301024;Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning och samfinansierad forskning;2008;3,17058654;321,709;;;;322,36164868;9,651;2,51793786;23;Jord- och skogsbruk, fiske med anslutande näringar;232601;Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning och samfinansierad forskning
23;Areella näringar, landsbygd och livsmedel;2301025;Bidrag till Skogs- och lantbruksakademien;2008;;1,977;;;;1,977;0;0;23;Jord- och skogsbruk, fiske med anslutande näringar;232602;Bidrag till Skogs- och lantbruksakademien
23;Areella näringar, landsbygd och livsmedel;234104 2008;Från EG-budgeten finansierade medel för skogsskadeövervakning;2008;9,77576777;5,964;;;;1,7995753;0;13,94019247;23;Jord- och skogsbruk, fiske med anslutande näringar;234104;Från EG-budgeten finansierade medel för skogsskadeövervakning
23;Areella näringar, landsbygd och livsmedel;234206 2007;Djurskyddsmyndigheten;2008;5,71192263;;;;;5,71192304;0;-0,00000041;23;Jord- och skogsbruk, fiske med anslutande näringar;234206 2007;Djurskyddsmyndigheten
23;Areella näringar, landsbygd och livsmedel;234311 2008;Livsmedelsekonomiska institutet;2008;0,52111837;10,308;;-0,21421837;;9,47229962;0,309;1,14260038;23;Jord- och skogsbruk, fiske med anslutande näringar;234311;Livsmedelsekonomiska institutet
23;Areella näringar, landsbygd och livsmedel;234406 2007;Åtgärder för att främja ekologisk produktion;2008;1,52518155;;;-0,69919648;;0,197848;0;0,62813707;23;Jord- och skogsbruk, fiske med anslutande näringar;234406 2007;Åtgärder för att främja ekologisk produktion
