Utgiftsområde;Utgiftsområdesnamn;Anslag;Anslagsnamn;År;Ingående överföringsbelopp;Statens budget;Ändringsbudgetar;Indragningar;Utnyttjad del av medgivet överskridande;Utfall;Anslagskredit;Utgående överföringsbelopp;Utgiftsområde utfallsår;Utgiftsområdesnamn utfallsår;Anslag utfallsår;Anslagsnamn utfallsår
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183110 2008;Fonden för fukt- och mögelskador;1998;16,5;60;-15;;;28,1;;33,4;18;Samhällsplanering, bostadsförsörjning och byggande;18A008;Bidrag till Fonden för fukt- och mögelskador
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;183401 2003;Stöd till lokala investeringsprogram för ekologisk hållbarhet;1998;;800;;;;617,13302238;;182,86697762;18;Samhällsplanering, bostadsförsörjning och byggande;18E001;Stöd till lokala investeringsprogram för ekologisk hållbarhet
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;18A003 1999;Vissa äldre låne- och bidragsstöd för bostadsändamål m.m;1998;43,49841;8;;-37;;3,438005;;11,060405;18;Samhällsplanering, bostadsförsörjning och byggande;18A003;Vissa äldre låne- och bidragsstöd för bostadsändamål m.m.
20;Allmän miljö- och naturvård;18A005 2000;Byggforskningsrådet: Förvaltningskostnader;1998;0,565039;22,779;;;;22,59069306;;0,75334594;18;Samhällsplanering, bostadsförsörjning och byggande;18A006;Byggforskningsrådet: Förvaltningskostnader
20;Allmän miljö- och naturvård;18A006 2000;Byggforskning;1998;50,016899;164,43;;;;158,58692158;;55,85997742;18;Samhällsplanering, bostadsförsörjning och byggande;18A007;Byggforskning
18;Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik;18A009 2000;Bonusränta för ungdomsbosparande, 2000;1998;1,568498;3;1,4;;0,275;5,09192136;;1,15157664;18;Samhällsplanering, bostadsförsörjning och byggande;18A011;Bonusränta för ungdomsbosparande
19;Regional utveckling;1901002;Transportbidrag;1998;32,463346;336;;;;351,474284;;16,989062;19;Regional utjämning och utveckling;19A005;Transportbidrag
19;Regional utveckling;1901003 2009;Glesbygdsverket;1998;4,19326142;23,393;;;;22,09637051;;5,48989091;19;Regional utjämning och utveckling;19A006;Glesbygdsverket
19;Regional utveckling;193302 2008;Landsbygdslån;1998;309,4869;390;;;;81,7545;;617,7324;19;Regional utjämning och utveckling;19A002;Regionalpolitisk låneverksamhet
19;Regional utveckling;193303 2002;Avsättning för kreditgarantier inom regionalpolitiken;1998;2,52611623;12;;-1,876116;;7,77589586;;4,87410437;19;Regional utjämning och utveckling;19A003;Täckande av förluster pga kreditgarantier inom regionalpolit
19;Regional utveckling;193304 2001;Ersättning för nedsättning av socialavgifter;1998;18,07481382;415;;;;421,34090264;;11,73391118;19;Regional utjämning och utveckling;19A004;Ersättning för nedsättning av socialavgifter
19;Regional utveckling;193307 2001;Europeiska regionala utvecklingsfonden perioden 1995-1999;1998;562,88663108;748;;;;655,5751305;;655,31150058;19;Regional utjämning och utveckling;19A008;Europeiska regionala utvecklingsfonden
19;Regional utveckling;19A001 1998;Regionalpolitiska åtgärder;1998;1059,6990274;1597,517;;;;954,06426447;;1703,15176293;19;Regional utjämning och utveckling;19A001;Regionalpolitiska åtgärder
19;Regional utveckling;19A005 1997;Sysselsättningsbidrag;1998;-9,80894;;;;;-9,80894;;0;19;Regional utjämning och utveckling;19A005 1997;Sysselsättningsbidrag
24;Näringsliv;19A007 2000;Statens institut för regionalforskning;1998;2,19967857;7,943;;;;8,72099037;;1,4216882;19;Regional utjämning och utveckling;19A007;Statens institut för regionalforskning
19;Regional utveckling;19A009 1998;Utgifter för lokalisering av statliga arbetstillfällen till Söderhamn;1998;;75;;;;21,94475;;53,05525;19;Regional utjämning och utveckling;19A009;Utgifter för lokalisering av statliga arbetstillfällen till Söderhamn
20;Allmän miljö- och naturvård;2001001;Naturvårdsverket;1998;12,63720197;268,104;1,75;;;253,80842091;;28,68278106;20;Allmän miljö- och naturvård;20A001;Statens naturvårdsverk
20;Allmän miljö- och naturvård;2001002;Miljöövervakning m.m.;1998;17,07624567;85,452;15;;;98,31739458;;19,21085109;20;Allmän miljö- och naturvård;20A002;Miljöövervakning m.m.
20;Allmän miljö- och naturvård;2001006;Kemikalieinspektionen;1998;-1,13445727;80,011;;;;80,66066819;;-1,78412546;20;Allmän miljö- och naturvård;20A006;Kemikalieinspektionen
20;Allmän miljö- och naturvård;2001007;Avgifter till Internationella organisationer;1998;2,94462336;37,762;;;;39,15398508;;1,55263828;20;Allmän miljö- och naturvård;20A007;Visst internationellt miljösamarbete
20;Allmän miljö- och naturvård;2001008 2011;Stockholms internationella miljöinstitut;1998;;12;;;;12;;;20;Allmän miljö- och naturvård;20A008;Stockholms internationella miljöinstitut
20;Allmän miljö- och naturvård;2001009;Sveriges meteorologiska och hydrologiska institut;1998;21,358;188,751;;;;186,31205369;;23,79694631;22;Kommunikationer;22E004;Bidrag till Sveriges meteorologiska och hydrologiska institu
20;Allmän miljö- och naturvård;203412 2002;Internationellt samarbete i fråga om kärnsäkerhet m.m.;1998;-1,20480113;26,752;;;;25,38048769;;0,16671118;20;Allmän miljö- och naturvård;20B004;Visst internationellt samarbete i fråga om kärnsäkerhet m.m.
20;Allmän miljö- och naturvård;20A003 1998;Bidrag till kalkningsverksamhet för sjöar och vattendrag;1998;24,1590391;140;;1,5600199;;154,35989093;;11,35916807;20;Allmän miljö- och naturvård;20A003;Bidrag till kalkningsverksamhet för sjöar och vattendrag
20;Allmän miljö- och naturvård;20A004 1998;Investeringar och skötsel för miljönaturvård;1998;21,36134295;291,473;45;;;265,03755921;;92,79678374;20;Allmän miljö- och naturvård;20A004;Investeringar och skötsel för miljönaturvård
20;Allmän miljö- och naturvård;20A005 1997;Miljö- och kretsloppsforskning;1998;42,05226447;;;;;11,02415597;;31,0281085;20;Allmän miljö- och naturvård;20A005 1997;Miljö- och kretsloppsforskning
20;Allmän miljö- och naturvård;20A005 1998;Koncessionsnämnden för miljöskydd;1998;2,56999903;19,014;;;;19,89689874;;1,68710029;20;Allmän miljö- och naturvård;20A005;Koncessionsnämnden för miljöskydd
20;Allmän miljö- och naturvård;20A006 1997;Sanering och återställning av miljöskadade områden;1998;20,54840413;;;;;11,21139585;;9,33700828;20;Allmän miljö- och naturvård;20A006 1997;Sanering och återställning av miljöskadade områden
20;Allmän miljö- och naturvård;20A011 1997;Utbildning och information om miljöbalken;1998;8;;;;;3,21879655;;4,78120345;20;Allmän miljö- och naturvård;20A011 1997;Utbildning och information om miljöbalken
21;Energi;2101001;Statens energimyndighet;1998;;138,041;7,15;;;118,04826991;;27,14273009;21;Energi;21A001;Energimyndighet: Förvaltningskostnader
21;Energi;2101004;Energiforskning;1998;223,27217458;320;;;;243,59210894;;299,68006564;21;Energi;21B004;Energiforskning
21;Energi;2101009;Elsäkerhetsverket;1998;14,70000261;36,961;;-1;;38,34461256;;12,31639005;24;Näringsliv;24B004;Elsäkerhetsverket
21;Energi;213502 2002;Bidrag för att minska elanvändning;1998;;290;;;;130,00547606;;159,99452394;21;Energi;21B001;Bidrag för att minska elanvändningen
21;Energi;213503 2002;Bidrag till investeringar i elproduktion från förnybara energikällor;1998;79,7518;215;;;;56,59893719;;238,15286281;21;Energi;21B002;Bidrag till investeringar i elproduktionfrån förnybara energikällor
21;Energi;213504 2002;Åtgärder för effektivare energianvändning;1998;0,4976549;90;;;;63,29279957;;27,20485533;21;Energi;21B003;Åtgärder för effektivare energianvändning
21;Energi;213506 2004;Energiteknikstöd;1998;;;510;-42,954;;65,71611599;;401,32988401;21;Energi;21B010;Energiteknikstöd
21;Energi;213506 2007;Energipolitiskt motiverade internationella klimatinsatser;1998;7;50;;;;4,09621341;;52,90378659;21;Energi;21B007;Energipolitiskt motiverade internationella klimatinsatser
21;Energi;213507 2004;Introduktion av ny energiteknik;1998;;160;;;;43,2544292;;116,7455708;21;Energi;21B006;Introduktion av ny energiteknik
21;Energi;213509 2001;Täckande av förluster i anledning av statliga garantier inom energiområdet;1998;2;5;;-2;;;;5;21;Energi;21B008;Täckande av förluster i anledning av statliga garantier inom energiområdet
21;Energi;21A001 1997;Vissa åtgärder för effektivare användning av energi;1998;134,85843235;;;;;28,7212204;;106,13721195;21;Energi;21A001 1997;Vissa åtgärder för effektivare användning av energi
21;Energi;21A002 1998;Kostnader för bildandet av en ny energimyndighet;1998;28,6948354;25;;;;26,45839814;;27,23643726;21;Energi;21A002;Kostnader för bildandet av en ny energimyndighet
21;Energi;21B005;Bidrag till Energiteknikfonden;1998;;90;-90;;;;;;21;Energi;21B005;Bidrag till Energiteknikfonden
21;Energi;21B009 1999;Åtgärder för el- och värmeförsörjningen i Sydsverige;1998;;200;;;;1,81049952;;198,18950048;21;Energi;21B009;Åtgärder för el- och värmeförsörjningen i Sydsverige
21;Energi;21B011 1998;Ersättning för avveckling av reaktor i Barsebäcksverket;1998;;;1;;;;;1;21;Energi;21B011;Ersättning för avveckling av reaktor i Barsebäcksverket
22;Kommunikationer;2201001 2010;Vägverket: Administration;1998;20,54726094;1209,781;-63;;;1069,89063076;;97,43763018;22;Kommunikationer;22A001;Vägverket: Administrationskostnader
22;Kommunikationer;2201001 2013;Väghållning;1998;;11835,873;21,3;;;11905,19282027;;-48,01982027;22;Kommunikationer;22A002;Vägverket: Väghållning och statsbidrag
22;Kommunikationer;2201002 2013;Banhållning;1998;97,69698961;7490,404;-72,2;;;7595,93885747;;-80,03786786;22;Kommunikationer;22A004;Investeringar samt drift och underhåll av statliga järnvägar
22;Kommunikationer;2201003 2010;Banverket: Administration;1998;145,17499991;755,694;;;;776,74699088;;124,12200903;22;Kommunikationer;22A003;Banverket: Sektorsuppgifter
22;Kommunikationer;2201004;Ersättning för sjöräddning och fritidsbåtsändamål;1998;;44,415;;;;44,415;;;22;Kommunikationer;22B001;Ersättning för fritidsbåtsändamål m m
22;Kommunikationer;2201005;Ersättning för viss kanal- och slussinfrastruktur;1998;;62,66;;;;62,66;;;22;Kommunikationer;22B003;Ersättning till viss kanaltrafik m m
22;Kommunikationer;2201006;Ersättning avseende icke statliga flygplatser;1998;;15,2;;;;15,2;;;22;Kommunikationer;22B005;Driftbidrag till kommunala flygplatser i skogslänen
22;Kommunikationer;2201008;Viss internationell verksamhet;1998;7,36492323;7,5;;;;5,51649801;;9,34842522;22;Kommunikationer;22D004;Viss internationell verksamhet
22;Kommunikationer;2201009;Statens väg- och transportforskningsinstitut;1998;8,618172;29,203;;;;33,02443;;4,796742;22;Kommunikationer;22E001;Statens väg- och transportforskningsinstitut
22;Kommunikationer;2201010;Från EU-budgeten finansierade stöd till Transeuropeiska nätverk;1998;82,89743;200;;;;152,639471;;130,257959;22;Kommunikationer;22A005;Gemenskapens finansiella stöd för Transeuropeiska nätverk
22;Kommunikationer;2201015 2010;Statens institut för kommunikationsanalys;1998;4,78589149;37,215;;;;39,49032019;;2,5105713;22;Kommunikationer;22E003;Statens institut för komunikationsanalys(SIKA)
22;Kommunikationer;2202001;Post- och telestyrelsen;1998;26,96813;156,924;;;;134,82024627;;49,07188373;22;Kommunikationer;22C001;Post- och telestyrelsen
22;Kommunikationer;2202002;Ersättning för särskilda tjänster för personer med funktionsnedsättning;1998;68,53503148;157,484;;;;150,79088898;;75,2281425;22;Kommunikationer;22C002;Upphandling av särskilda samhällsåtaganden
22;Kommunikationer;2202003;Grundläggande betaltjänster;1998;;200;;;;200;;0;22;Kommunikationer;22C003;Ersättning till Posten AB för rikstäckande betalnings- och k
22;Kommunikationer;2202004;Informationsteknik och telekommunikation;1998;6,54875402;25;;;;20,36599667;;11,18275735;22;Kommunikationer;22C005;Informationsteknik: Telekommunikation m m
22;Kommunikationer;223605 2003;Ersättning till Statens järnvägar för kostnader i samband med utdelning från AB Swedcarrier m.m.;1998;200;200;;;;26,315;;373,685;22;Kommunikationer;22D001;Ersättning till Statens järnvägar i samband med utdelning fr
22;Kommunikationer;223609 2002;Bidrag till sjöfarten;1998;-3,65709214;400;110;;;483,04900607;;23,29390179;22;Kommunikationer;22B004;Bidrag till sjöfarten
22;Kommunikationer;22A002 1997;Drift och underhåll av statliga vägar;1998;314,56561689;;;;;314,57561689;;-0,01;22;Kommunikationer;22A002 1997;Drift och underhåll av statliga vägar
22;Kommunikationer;22A003 1997;Byggande av vägar;1998;209,15912498;;;;;209,15912498;;0;22;Kommunikationer;22A003 1997;Byggande av vägar
22;Kommunikationer;22A004 1997;Byggande av länstrafikanläggningar;1998;436,07765103;;;;;436,07765103;;0;22;Kommunikationer;22A004 1997;Byggande av länstrafikanläggningar
22;Kommunikationer;22A006 1997;Vägverket: Kostnader för registerverksamhet;1998;67,32514144;;;;;67,32514144;;0;22;Kommunikationer;22A006 1997;Vägverket: Kostnader för registerverksamhet
22;Kommunikationer;22A009 1997;Nyinvesteringar i stomjärnvägar samt ersättning för vissa kapitalkostnader;1998;1777,092;;;;;1777,092;;0;22;Kommunikationer;22A009 1997;Nyinvesteringar i stomjärnvägar samt ersättning för vissa kapitalkostnader
22;Kommunikationer;22B002 1999;Transportstöd till Gotland;1998;16,638722;175;;;;492,74665107;;-301,10792907;22;Kommunikationer;22B002;Transportstöd för Gotland
22;Kommunikationer;22B005 1997;Övervakning av M/S Estonia;1998;0,629815;;;;;;;0,629815;22;Kommunikationer;22B005 1997;Övervakning av M/S Estonia
22;Kommunikationer;22B006 1998;Utredningsarbete med anledning av M/S Estonias förlisning;1998;;;1,7;;;1,19080283;;;22;Kommunikationer;22B006;Utredningsarbete med anledning av M/S Estonias förlisning
22;Kommunikationer;22B008 1997;Vissa kostnader för övertäckning av M/S Estonia;1998;0,00071482;;;;;;;0,00071482;22;Kommunikationer;22B008 1997;Vissa kostnader för övertäckning av M/SEstonia
22;Kommunikationer;22D002 1999;Köp av interregionalpersontrafik;1998;44,427;412,946;;;;385,53339661;;71,83960339;22;Kommunikationer;22D002;Köp av interregional persontrafik på järnväg m m
22;Kommunikationer;22D003 1999;Ersättning till trafikhuvudmännen för köp av viss kollektivtrafik;1998;16,242;209,463;;;;198,1917;;27,5133;22;Kommunikationer;22D003;Ersättning till trafikhuvudmännen för köp av viss kollektivtrafik
22;Kommunikationer;22D005 1999;Kostnader för avveckling av Styrelsen för riksfärdtjänst m.m;1998;;0,285;;;;;;;22;Kommunikationer;22D005;Kostnader för avveckling av Styrelsen för riksfärdtjänst
24;Näringsliv;22E002 2000;Kommunikationsforskningsberedningen;1998;55,98388332;146,766;;;;165,2198386;;37,53004472;22;Kommunikationer;22E002;Kommunikationsforskningsberedningen
22;Kommunikationer;22E003 1997;Bidrag till forskning om el- och hybridfordon;1998;57,37168738;;;;;19,34329585;;38,02839153;22;Kommunikationer;22E003 1997;Bidrag till forskning om el- och hybridfordon
22;Kommunikationer;22E006 1997;EUMETSAT, WMO och ECMWF;1998;11,7070032;;;;;11,7070032;;0;22;Kommunikationer;22E006 1997;EUMETSAT, WMO och ECMWF
23;Areella näringar, landsbygd och livsmedel;2301001;Skogsstyrelsen;1998;5,23684168;257,211;;;;250,85299593;;11,59484575;23;Jord- och skogsbruk, fiske med anslutande näringar;23H001;Skogsvårdsorganisationen
23;Areella näringar, landsbygd och livsmedel;2301002;Insatser för skogsbruket;1998;34,37981397;60,7;;;;65,59557688;;29,48423709;23;Jord- och skogsbruk, fiske med anslutande näringar;23H003;Insatser för skogsbruket
23;Areella näringar, landsbygd och livsmedel;2301003;Statens veterinärmedicinska anstalt;1998;-1,393102;75,055;;;;74,880089;;-1,218191;23;Jord- och skogsbruk, fiske med anslutande näringar;23E001;Statens vererinärmedicinska anstalt
23;Areella näringar, landsbygd och livsmedel;2301003 2012;Internationellt skogssamarbete;1998;0,50865538;1,405;;;;0,65751337;;1,25614201;23;Jord- och skogsbruk, fiske med anslutande näringar;23H004;Internationellt skogssamarbete
23;Areella näringar, landsbygd och livsmedel;2301004;Bidrag till veterinär fältverksamhet;1998;;78,109;;;;78,109;;;23;Jord- och skogsbruk, fiske med anslutande näringar;23E002;Bidrag till distriktsveterinärorganisationen
23;Areella näringar, landsbygd och livsmedel;2301005;Djurhälsovård och djurskyddsfrämjande åtgärder;1998;4,32223036;18,792;3,7;;;20,94751811;;5,86671225;23;Jord- och skogsbruk, fiske med anslutande näringar;23E003;Djurhälsovård och djurskyddsfrämjande åtgärder
23;Areella näringar, landsbygd och livsmedel;2301006;Bekämpning av smittsamma djursjukdomar;1998;51,67307197;89,5;27;;;120,48173533;;47,69133664;23;Jord- och skogsbruk, fiske med anslutande näringar;23E005;Bekämpande av smittsamma husdjurssjukdomar
23;Areella näringar, landsbygd och livsmedel;2301007;Ersättningar för viltskador m.m.;1998;11,75130757;46,5;;;;49,91644019;;8,33486738;23;Jord- och skogsbruk, fiske med anslutande näringar;23D002;Ersättningar för viltskador
